created_at,id,text
2022-07-13 20:38:07+00:00,1547319486264610817,"Pr le moment ils font exactement le mm parcours que moi #PekinExpress
Quelques clichés de la plus belle vue du Rocher du Lion à Sigiriya à moindre frais c'est-à-dire du rocher d'en face 😎😁 https://t.co/uL9ncb2b5S"
2022-07-13 20:38:07+00:00,1547319485320896512,#PekinExpress un quart de la population du sri lanka vit en dessous du seuil de pauvreté.. pitié ne jouez pas avec la nourriture !!!!!
2022-07-13 20:37:51+00:00,1547319419029831682,Xavier énorme !!!  #PekinExpress
2022-07-13 20:37:49+00:00,1547319410653798400,Inès et Anaïs s'en fichent totalement de cette épreuve puisqu'ils sont déjà qualifiés pour la 3ème étape #PekinExpress
2022-07-13 20:37:47+00:00,1547319400616820740,Le pauvre Xavier.. avoir Riou comme collègue quelle plaie. #pekinexpress
2022-07-13 20:37:46+00:00,1547319396451995656,"Yoann Riou il a traumatisé la famille en foutant de l'huile sur son bide et son crane, il faut pas le croiser le soir lui #PekinExpress"
2022-07-13 20:37:41+00:00,1547319373358108672,Shamila qui se demande qu’est-ce qu’elle fout la #PekinExpress
2022-07-13 20:37:40+00:00,1547319372104048642,Yoann et Xavier a chaque fois qu'ils parlent je pense a ce meme.... #PekinExpress https://t.co/TzYebIPNzF
2022-07-13 20:37:34+00:00,1547319345776365569,Riad il a cru Abdallah c’était son fils ou quoi?? A lui parler comme un toutou flemme ! #PekinExpress #Pekinexpress2022 https://t.co/UOfyXiKpTF
2022-07-13 20:37:16+00:00,1547319270945832963,#PekinExpress si ce tweet perce je pose ma candidature a pekin express 😂😁 jamais ca perce
2022-07-13 20:37:12+00:00,1547319255452065794,Faudrait m’expliquer comment vous arrivez à trouver Inès drôle #PekinExpress
2022-07-13 20:37:11+00:00,1547319248695005184,Ines reg est un peu drôle quand même😅 #PekinExpress
2022-07-13 20:37:09+00:00,1547319239954108423,"Riadh et Abdallah premier, pourvu que ca continue 
#PekinExpress"
